0.000000000000000000e+00,4.999999999999999445e-01,nan,3.000000000000000076e-05
0.000000000000000000e+00,5.000000000000000000e-01,nan,3.000000000000000076e-05
0.000000000000000000e+00,5.000000000000000000e-01,nan,1.500000000000000038e-05
0.000000000000000000e+00,4.999999999999999445e-01,nan,7.500000000000000190e-06
0.000000000000000000e+00,5.000000000000000000e-01,nan,3.750000000000000095e-06
0.000000000000000000e+00,5.000000000000000000e-01,nan,1.875000000000000048e-06
0.000000000000000000e+00,4.999999999999998890e-01,nan,9.375000000000000238e-07
0.000000000000000000e+00,4.999999999999998890e-01,nan,4.687500000000000119e-07
0.000000000000000000e+00,5.000000000000000000e-01,nan,2.343750000000000059e-07
0.000000000000000000e+00,4.999999999999999445e-01,nan,1.171875000000000030e-07
0.000000000000000000e+00,4.999999999999999445e-01,nan,5.859375000000000148e-08
0.000000000000000000e+00,5.000000000000000000e-01,nan,2.929687500000000074e-08
0.000000000000000000e+00,5.000000000000000000e-01,nan,1.464843750000000037e-08
0.000000000000000000e+00,4.999999999999998890e-01,nan,7.324218750000000186e-09
0.000000000000000000e+00,5.000000000000000000e-01,nan,3.662109375000000093e-09
0.000000000000000000e+00,5.000000000000000000e-01,nan,1.831054687500000046e-09
0.000000000000000000e+00,4.999999999999999445e-01,nan,9.155273437500000232e-10
0.000000000000000000e+00,5.000000000000000000e-01,nan,4.577636718750000116e-10
0.000000000000000000e+00,5.000000000000000000e-01,nan,2.288818359375000058e-10
0.000000000000000000e+00,5.000000000000000000e-01,nan,1.144409179687500029e-10
0.000000000000000000e+00,4.999999999999999445e-01,nan,5.722045898437500145e-11
0.000000000000000000e+00,4.999999999999999445e-01,nan,2.861022949218750072e-11
0.000000000000000000e+00,5.000000000000000000e-01,nan,1.430511474609375036e-11
0.000000000000000000e+00,4.999999999999999445e-01,nan,7.152557373046875181e-12
0.000000000000000000e+00,4.999999999999999445e-01,nan,3.576278686523437591e-12
0.000000000000000000e+00,4.999999999999999445e-01,nan,1.788139343261718795e-12
0.000000000000000000e+00,4.999999999999998890e-01,nan,8.940696716308593977e-13
0.000000000000000000e+00,4.999999999999999445e-01,nan,4.470348358154296988e-13
0.000000000000000000e+00,4.999999999999999445e-01,nan,2.235174179077148494e-13
0.000000000000000000e+00,4.999999999999999445e-01,nan,1.117587089538574247e-13
0.000000000000000000e+00,4.999999999999999445e-01,nan,5.587935447692871235e-14
